title,address,bed,bath,toilet,pkn_space,price
4 bedroom terraced duplex for sale,"Ikeja GRA, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"155,000,000"
4 bedroom terraced duplex for sale,"Adeniyi Jones, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"78,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"185,000,000"
4 bedroom semi-detached duplex for sale,"GRA, Ogudu, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"990,000,000"
4 bedroom terraced duplex for sale,"Chevron, 2nd Lekki Tollgate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Governor's Road, Ikotun, Lagos",5Bedrooms,5Bathrooms,5Toilets,625sqmTotal Area,"75,000,000"
4 bedroom terraced duplex for sale,"Idado, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"58,000,000"
4 bedroom block of flats for sale,"Adeola Odeku, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,8Parking Spaces,"1,100,000,000"
4 bedroom detached duplex for sale,"Omole Phase 2, Ikeja, Lagos",4Bedrooms,5Toilets,Save,,"60,000,000"
3 bedroom block of flats for sale,"Agungi, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,14Parking Spaces,"40,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"350,000,000"
3 bedroom block of flats for sale,"Canal Estate, Okota, Isolo, Lagos",3Bedrooms,4Bathrooms,4Toilets,15Parking Spaces,"100,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"140,000,000"
2 bedroom detached bungalow for sale,"School Gate, Lakowe, Ibeju Lekki, Lagos",2Bedrooms,Save,,,"30,000,000"
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,5Bathrooms,5Toilets,2Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,6Parking Spaces,"120,000,000"
4 bedroom semi-detached duplex for sale,"Off Freedom Way, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"110,000,000"
3 bedroom semi-detached bungalow for sale,"Abraham Adesanya Estate, Sangotedo, Ajah, Lagos",3Bedrooms,3Bathrooms,3Toilets,4Parking Spaces,"22,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
4 bedroom block of flats for sale,"Shonibare Estate, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"140,000,000"
4 bedroom terraced duplex for sale,"127a Oba Ladejobi, Ikeja GRA, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"200,000,000"
9 bedroom detached duplex for sale,"Lateef Adeboyega Street, Okota, Isolo, Lagos",9Bedrooms,9Bathrooms,11Toilets,10Parking Spaces,"70,000,000"
2 bedroom block of flats for sale,"Taofeek Hassan Street, Awobo Estate, Igbogbo, Ikorodu, Lagos",2Bedrooms,2Bathrooms,3Toilets,Save,"22,000,000"
3 bedroom terraced duplex for sale,"Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,4Parking Spaces,"45,000,000"
4 bedroom detached duplex for sale,"Omole Phase 2 Extension, Ojodu Berger, Ojodu, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"55,000,000"
4 bedroom detached duplex for sale,"Ikota Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"75,000,000"
5 bedroom detached duplex for sale,"Lekky County Homes, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"95,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Oral Estate, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"115,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"80,000,000"
5 bedroom detached duplex for sale,"Opic, Isheri North, Lagos",5Bedrooms,6Bathrooms,7Toilets,450sqmTotal Area,"75,000,000"
3 bedroom house for sale,"Off Ladilak Street, Pedro, Pedro, Gbagada, Lagos",3Bedrooms,3Bathrooms,3Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"125,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"165,000,000"
5 bedroom detached duplex for sale,"Lekki Expressway, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"120,000,000"
4 bedroom detached duplex for sale,"Orchid, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"80,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
4 bedroom terraced duplex for sale,"Chevron,2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"60,000,000"
3 bedroom terraced duplex for sale,"Chevron 2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"48,000,000"
5 bedroom detached duplex for sale,"Chevyview Estate, Off Chevron Drive, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"90,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate Extension, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"90,000,000"
5 bedroom detached duplex for sale,"Mayfair Gardens Estate, Awoyaya, Ibeju Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"55,000,000"
2 bedroom semi-detached bungalow for sale,"South Pointe Estate, Lafiaji, Lekki, Lagos",2Bedrooms,2Bathrooms,3Toilets,3Parking Spaces,"26,000,000"
6 bedroom detached bungalow for sale,"Off Anifowoshe, Oba Akran, Ikeja, Lagos",6Bedrooms,550sqmTotal Area,Save,,"45,500,000"
4 bedroom detached duplex for sale,"Off Queen Drive, Old Ikoyi, Ikoyi, Lagos",4Bedrooms,5Bathrooms,5Toilets,9Parking Spaces,"550,000,000"
4 bedroom terraced duplex for sale,"Chevron, 2nd Lekki Tollgate, Lekki Phase 2, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"60,000,000"
3 bedroom terraced duplex for sale,"Chevron, 2nd Tollgate, Lekki Phase 2, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"48,000,000"
4 bedroom terraced duplex for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"70,000,000"
3 bedroom terraced duplex for sale,"Chevron, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"48,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"2nd Lekki Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"58,000,000"
2 bedroom semi-detached duplex for sale,"Watchtower Road, Bogije, Ibeju Lekki, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"26,000,000"
4 bedroom terraced duplex for sale,"2nd Lekki Tollgate, Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"340,000,000"
4 bedroom semi-detached duplex for sale,"Kusenla, Ikate Elegushi, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"85,000,000"
4 bedroom terraced duplex for sale,"Harris Drive, New Regional Road, By, VGC, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"45,000,000"
4 bedroom detached duplex for sale,"Ajao Estate, By Murtala Mohammed Airport Road, Ikeja, Lagos",4Bedrooms,5Bathrooms,5Toilets,5Parking Spaces,"60,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
4 bedroom detached duplex for sale,"Divine Homes, Thomas Estate, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"75,000,000"
2 bedroom block of flats for sale,"Abijo, Lekki, Lagos",2Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"26,000,000"
5 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"265,000,000"
5 bedroom detached duplex for sale,"Mojisola, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"660,000,000"
2 bedroom detached bungalow for sale,"Lasu - Igando Road, Igando, Alimosho, Lagos",2Bedrooms,2Toilets,2Parking Spaces,400sqmTotal Area,"8,500,000"
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"45,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,Save,,,"85,000,000"
5 bedroom detached duplex for sale,"Besides Shoprite, Sangotedo, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"65,000,000"
2 bedroom block of flats for sale,"Ikotun/ejigbo Road, Before Jakande Gate, Ikotun, Lagos",2Bedrooms,2Bathrooms,2Toilets,6Parking Spaces,"30,000,000"
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",4Bedrooms,Save,,,"240,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
4 bedroom detached duplex for sale,"Fagba, Agege, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"35,000,000"
4 bedroom semi-detached duplex for sale,"2nd Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
6 bedroom detached duplex for sale,"Magodo, Isheri, Lagos",6Bedrooms,6Bathrooms,8Toilets,Save,"155,000,000"
3 bedroom block of flats for sale,"Banana Island, Ikoyi, Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"200,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,6Bathrooms,7Toilets,6Parking Spaces,"1,500,000,000"
3 bedroom terraced duplex for sale,"Bloom Haeven Residences, Ikate, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Orchid Road Opposite Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"140,000,000"
3 bedroom block of flats for sale,"Banana Island, Ikoyi, Lagos",3Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"210,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,6Bathrooms,6Toilets,5Parking Spaces,"1,600,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,7Bathrooms,7Toilets,4Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,7Bathrooms,7Toilets,5Parking Spaces,"650,000,000"
4 bedroom semi-detached duplex for sale,"Off Ladoke Akintola, Ikeja GRA, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"600,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,5Bathrooms,7Toilets,4Parking Spaces,"250,000,000"
3 bedroom block of flats for sale,"Tejumola Estate, Egbeda, Alimosho, Lagos",3Bedrooms,3Bathrooms,3Toilets,6Parking Spaces,"33,000,000"
5 bedroom semi-detached duplex for sale,"Okupe Estate, Maryland, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"135,000,000"
Block of flats for sale,"Ikunmu Street Sabo - Oniba, Alaba, Ojo, Lagos",670sqmTotal Area,400sqmCovered Area,Save,,"40,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"85,000,000"
2 bedroom block of flats for sale,"Gracias Goldstone Residences, Sangotedo, Ajah, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"16,250,000"
3 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",3Bedrooms,4Bathrooms,4Toilets,6Parking Spaces,"63,000,000"
4 bedroom block of flats for sale,"Lsdpc, Omole Phase 1, Ikeja, Lagos",4Bedrooms,4Bathrooms,4Toilets,4Parking Spaces,"45,000,000"
3 bedroom block of flats for sale,"Jed's Court, By Lagos Business School, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"27,000,000"
3 bedroom detached bungalow for sale,"Affordable & Spacious 3bedroom Fully Detached Bungalow With Bq, Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,6Parking Spaces,"22,000,000"
2 bedroom semi-detached bungalow for sale,"Most Affordable Semi-detach Bungalow Still Selling On Discounts Sales, Awoyaya, Ibeju Lekki, Lagos",2Bedrooms,2Bathrooms,3Toilets,4Parking Spaces,"14,000,000"
3 bedroom terraced duplex for sale,"Ajah, Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"33,500,000"
3 bedroom detached bungalow for sale,"Bogije, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"16,000,000"
4 bedroom house for sale,"Banana Island, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"4,500,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"90,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"62,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,6Toilets,Save,,"320,000,000"
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",6Bedrooms,6Bathrooms,7Toilets,8Parking Spaces,"1,600,000,000"
2 bedroom terraced duplex for sale,"Metro Homes, Ajah, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"39,500,000"
3 bedroom block of flats for sale,"Phoenix Apartment, Aguda, Surulere, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"37,000,000"
4 bedroom detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"65,000,000"
3 bedroom terraced duplex for sale,"Meridian Estate, Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"28,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Environs, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
4 bedroom semi-detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"750,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"1,200,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"450,000,000"
3 bedroom block of flats for sale,"By Domino's Pizza, Ago Palace, Isolo, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"60,000,000"
4 bedroom semi-detached duplex for sale,"Off Sasegbon Street, Ikeja GRA, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,10Parking Spaces,"200,000,000"
Block of flats for sale,"Ahmadu Bello Way, Victoria Island (VI), Lagos",3Bathrooms,4Toilets,2Parking Spaces,Save,"7,200,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,5Parking Spaces,"150,000,000"
4 bedroom semi-detached duplex for sale,"Off Chevron, Tollgate, Lekki, Lagos",4Bedrooms,Save,,,"65,000,000"
8 bedroom detached duplex for sale,"Parkview Estate, Parkview, Ikoyi, Lagos",8Bedrooms,8Bathrooms,9Toilets,20Parking Spaces,"680,000,000"
4 bedroom terraced duplex for sale,"Adeniyi Jones, Ikeja, Lagos",4Bedrooms,5Bathrooms,5Toilets,2Parking Spaces,"100,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki Phase 2, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"88,000,000"
2 bedroom house for sale,"Ikoyi, Lagos",2Bedrooms,3Toilets,Save,,"13,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"58,000,000"
5 bedroom detached duplex for sale,"Megamount, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"190,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"370,000,000"
4 bedroom detached duplex for sale,"Chevron Axis, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"125,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"150,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, 2nd Tollgate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"53,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, 2nd Tollgate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"51,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"270,000,000"
4 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"260,000,000"
7 bedroom detached duplex for sale,"Off Admiralty Road, Lekki Phase 1, Lekki, Lagos",7Bedrooms,7Bathrooms,8Toilets,6Parking Spaces,"400,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom terraced duplex for sale,"By Abraham Adesanya Estate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"60,000,000"
