title,address,bed,bath,toilet,pkn_space,price
6 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,Save,"130,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"120,000,000"
5 bedroom detached duplex for sale,"Osapa London, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"300,000,000"
4 bedroom terraced duplex for sale,"Shoprite, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Labak Estate, New Oko-Oba, Agege, Lagos",4Bedrooms,5Toilets,Save,,"55,000,000"
3 bedroom terraced duplex for sale,"Orchid Hotel Road, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"40,000,000"
5 bedroom detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,5Parking Spaces,"100,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"215,000,000"
6 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,Save,"300,000,000"
4 bedroom semi-detached duplex for sale,"Orchid Road, 2nd Toll Gate, Lekki Phase 2, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom detached duplex for sale,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"115,000,000"
4 bedroom semi-detached duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
4 bedroom semi-detached duplex for sale,"Ocean Breeze Estate, Ologolo, Near Domino's Pizza, Ologolo, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"80,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,400sqmCovered Area,Save,,"110,000,000"
4 bedroom terraced duplex for sale,"Ikota Villa, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"55,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
Block of flats for sale,"Gbagada, Lagos",,Save,,,"85,000,000"
5 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"140,000,000"
5 bedroom semi-detached duplex for sale,"Nike Art Gallery Way, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"150,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"200,000,000"
3 bedroom block of flats for sale,"Lekki Phase 1, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"85,000,000"
3 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"110,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,Save,,,"205,000,000"
4 bedroom terraced duplex for sale,"Off Bisola Durosimi Etti Street, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"145,000,000"
5 bedroom detached duplex for sale,"Osapa London Estate, Lekki Phase 2, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
3 bedroom terraced duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"50,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"120,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,633sqmTotal Area,"450,000,000"
4 bedroom detached duplex for sale,"Royal Estate, Isheri Olofin, Alimosho, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"25,000,000"
6 bedroom detached duplex for sale,"Crowie Creek, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,Save,"420,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,540sqmTotal Area,"400,000,000"
4 bedroom block of flats for sale,"Medina Estate, Agbara, Agbara-Igbesa, Lagos",4Bedrooms,5Bathrooms,4Toilets,50Parking Spaces,"30,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"72,000,000"
3 bedroom block of flats for sale,"Abeokuta Street,off Adeola Street, By Alagbole Bridge, Alagbado, Ifako-Ijaiye, Lagos",3Bedrooms,2Bathrooms,2Toilets,5Parking Spaces,"30,000,000"
4 bedroom semi-detached duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"77,000,000"
3 bedroom terraced duplex for sale,"Harrison Drive, Beside Northwest Filling Station, VGC, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"36,000,000"
5 bedroom detached duplex for sale,"Ologolo, Lekki, Lagos",5Bedrooms,Save,,,"75,000,000"
3 bedroom terraced duplex for sale,"Chevron Tollgate Axis, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,"1,200sqmTotal Area","58,000,000"
5 bedroom detached duplex for sale,"Thomas Estate, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"77,000,000"
4 bedroom detached duplex for sale,"Abijo, Lekki, Lagos",4Bedrooms,Save,,,"75,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"46,000,000"
5 bedroom detached duplex for sale,"Niccon Town Estate, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,5Parking Spaces,"285,000,000"
Block of flats for sale,"Ikoyi, Lagos",,Save,,,"510,000,000"
Block of flats for sale,"Adekunle Fajuyi, Ikeja GRA, Ikeja, Lagos",,Save,,,"350,000,000"
3 bedroom detached bungalow for sale,"Smart City, Sangotedo, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,5Parking Spaces,"20,000,000"
4 bedroom terraced duplex for sale,"Ajah, Lekki, Lagos",4Bedrooms,Save,,,"40,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
5 bedroom detached duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"260,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,320sqmTotal Area,"65,000,000"
3 bedroom block of flats for sale,"Paschal Ovia Off Platinum Way, Ikate Elegushi, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,5Parking Spaces,"50,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,450sqmTotal Area,"100,000,000"
4 bedroom terraced duplex for sale,"Idado, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,320sqmTotal Area,"75,000,000"
5 bedroom house for sale,"2nd Toll Gate, Lekki, Lagos",5Bedrooms,Save,,,"125,000,000"
4 bedroom detached duplex for sale,"Millennium Estate, Gbagada, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"45,000,000"
9 bedroom detached duplex for sale,"Lateef Adeboyega Street, Okota, Isolo, Lagos",9Bedrooms,9Bathrooms,11Toilets,10Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Adeliyi Street, Ogba, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"55,000,000"
5 bedroom detached duplex for sale,"Osapa London, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"125,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Harris Drive, VGC, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"47,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,505sqmTotal Area,"400,000,000"
4 bedroom detached duplex for sale,"Magodo Phase 2, GRA Phase 2, Magodo, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"140,000,000"
4 bedroom terraced duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"38,000,000"
12 bedroom detached duplex for sale,"Ajao Estate, Isolo, Lagos",12Bedrooms,12Bathrooms,12Toilets,"1,000sqmTotal Area","150,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,Save,"300,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,900sqmTotal Area,"400,000,000"
4 bedroom semi-detached duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"110,000,000"
5 bedroom semi-detached duplex for sale,"GRA Phase 2, Magodo, Lagos",5Bedrooms,5Bathrooms,5Toilets,5Parking Spaces,"110,000,000"
4 bedroom terraced duplex for sale,"Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"300,000,000"
4 bedroom semi-detached duplex for sale,"Off Chevron Toll Gate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"47,000,000"
4 bedroom semi-detached duplex for sale,"Thomas Estate, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"46,000,000"
4 bedroom detached duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"225,000,000"
8 bedroom house for sale,"Omole Phase 1, Ikeja, Lagos",8Bedrooms,Save,,,"450,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"135,000,000"
4 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"93,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"124,000,000"
4 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"87,000,000"
5 bedroom detached duplex for sale,"Bera Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"120,000,000"
4 bedroom house for sale,"Millennium Estate, Gbagada, Lagos",4Bedrooms,Save,,,"110,000,000"
4 bedroom detached duplex for sale,"Off Adeola Odeku, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"165,000,000"
4 bedroom terraced duplex for sale,"Gbagada, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"3rd Avenue, Banana Island, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"450,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"75,000,000"
4 bedroom semi-detached duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
5 bedroom detached duplex for sale,"Bera Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"60,000,000"
3 bedroom block of flats for sale,"River Bank Estate, Isheri North, Lagos",3Bedrooms,3Toilets,Save,,"30,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"130,000,000"
5 bedroom semi-detached duplex for sale,"Oniru, Victoria Island (VI), Lagos",5Bedrooms,5Bathrooms,6Toilets,400sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"88,000,000"
3 bedroom detached bungalow for sale,"Bogije, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"16,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Alternative, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"70,000,000"
3 bedroom detached duplex for sale,"Orchid Road 2 Minutes Drive From Lekki/epe Express Way, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,3Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 2, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"82,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Alternative, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"130,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"130,000,000"
5 bedroom detached duplex for sale,"Gra, Omole Phase 2, Ikeja, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"120,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"80,000,000"
5 bedroom detached duplex for sale,"GRA Phase 2, Magodo, Lagos",5Bedrooms,5Bathrooms,9Toilets,Save,"250,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom terraced duplex for sale,"Admiralty Road, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"150,000,000"
4 bedroom semi-detached duplex for sale,"Chevy View Estate, Chevron, Lekki, Lagos",4Bedrooms,Save,,,"85,000,000"
4 bedroom semi-detached duplex for sale,"Off Chevron,toll Gate, Lekki, Lagos",4Bedrooms,Save,,,"70,000,000"
4 bedroom terraced duplex for sale,"Opposite Blenco,, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"35,000,000"
4 bedroom semi-detached duplex for sale,"Off Primewaterview Estate, Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"95,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"58,000,000"
5 bedroom semi-detached duplex for sale,"Vella Homes Off Chevron Toll Gate., Lekki, Lagos",5Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom terraced duplex for sale,"Orchid Road, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"50,000,000"
5 bedroom detached duplex for sale,"Bera Estate Chevron, Lekki Phase 2, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"120,000,000"
4 bedroom semi-detached duplex for sale,"Ned Okonkwo Way, Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
2 bedroom block of flats for sale,"Valley View Estate Oluodo, Ebute, Ikorodu, Lagos",2Bedrooms,2Bathrooms,3Toilets,100Parking Spaces,"35,500,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,6Bathrooms,6Toilets,10Parking Spaces,"450,000,000"
4 bedroom semi-detached duplex for sale,"Opic, Isheri North, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"43,000,000"
4 bedroom house for sale,"Lekki, Lagos",4Bedrooms,Save,,,"65,000,000"
5 bedroom detached duplex for sale,"Shoreline Estate, Ikoyi, Lagos",5Bedrooms,4Bathrooms,6Toilets,6Parking Spaces,"400,000,000"
4 bedroom semi-detached duplex for sale,"Dolphin Estate, Ikoyi, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"125,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,420sqmTotal Area,"80,000,000"
4 bedroom semi-detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,330sqmTotal Area,"90,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Vella Homes, Off Chevron Toll-gate., Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"H-homes, Off Chevron Toll-gate, Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,3Parking Spaces,"65,000,000"
3 bedroom house for sale,"Ikoyi, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"190,000,000"
5 bedroom house for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"500,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
3 bedroom terraced duplex for sale,"Vgc, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,4Parking Spaces,"30,000,000"
4 bedroom terraced duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"45,000,000"
4 bedroom semi-detached duplex for sale,"H Homes, Orchid Road, Off Chevron Toll Gate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"310,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"350,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"170,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"58,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"310,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"350,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,2Parking Spaces,"170,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
3 bedroom semi-detached duplex for sale,"De Avocado Luxury & Smart Homes, Abijo, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"38,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"75,000,000"
3 bedroom detached bungalow for sale,"Sangotedo, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,4Parking Spaces,"20,800,000"
4 bedroom semi-detached duplex for sale,"H Homes, Off Chevron Toll Gate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
3 bedroom semi-detached duplex for sale,"Orchid, Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"40,000,000"
4 bedroom terraced duplex for sale,"Orchid, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"45,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"58,000,000"
7 bedroom detached duplex for sale,"Vgc, Ajah, Lagos",7Bedrooms,7Bathrooms,8Toilets,10Parking Spaces,"250,000,000"
6 bedroom detached duplex for sale,"Off Second Roundabout, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,5Parking Spaces,"295,000,000"
4 bedroom semi-detached duplex for sale,"Off Chevron Toll Gate, Lekki, H Homes, Lekki Expressway, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
4 bedroom house for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"80,000,000"
5 bedroom semi-detached duplex for sale,"Oniru, Victoria Island (VI), Lagos",5Bedrooms,400sqmCovered Area,Save,,"250,000,000"
4 bedroom semi-detached duplex for sale,"Orchid, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
4 bedroom terraced duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,2Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Akiode, Ojodu, Lagos",5Bedrooms,5Bathrooms,5Toilets,Save,"80,000,000"
4 bedroom detached duplex for sale,"Off Ebute-igbogbo Road., Ikorodu, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"25,000,000"
4 bedroom house for sale,"Salvation Estate,scheme 2 Langbasa, Ajah, Lagos",4Bedrooms,4Bathrooms,4Toilets,688sqmTotal Area,"45,000,000"
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"140,000,000"
4 bedroom terraced duplex for sale,"Golf Road, Lakowe, Ibeju Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"30,000,000"
3 bedroom terraced duplex for sale,"Orchid Road, Lafiaji, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,4Parking Spaces,"32,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"67,000,000"
4 bedroom detached duplex for sale,"Agungi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"75,000,000"
3 bedroom terraced duplex for sale,"VGC, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"36,000,000"
4 bedroom detached duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"225,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"310,000,000"
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",5Bedrooms,Save,,,"140,000,000"
5 bedroom detached duplex for sale,"5 Orchid Road, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",5Bedrooms,Save,,,"100,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"95,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"75,000,000"
5 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"120,000,000"
3 bedroom block of flats for sale,"Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,Save,"35,000,000"
5 bedroom detached duplex for sale,"Orchid, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"150,000,000"
