title,address,bed,bath,toilet,pkn_space,price
4 bedroom semi-detached duplex for sale,"VGC, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,Save,"95,000,000"
4 bedroom detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
5 bedroom detached duplex for sale,"Crown Estate, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,7Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"47,000,000"
4 bedroom detached duplex for sale,"Ikota Villa Estate, By Mega Chicken, Ikota, Lekki, Lagos",4Bedrooms,Save,,,"75,000,000"
4 bedroom detached duplex for sale,"Ikota Villa Estate By Mega Chicken, Ikota, Lekki, Lagos",4Bedrooms,Save,,,"80,000,000"
5 bedroom semi-detached duplex for sale,"Royal Garden Estate, Ajiwe, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"135,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"280,000,000"
5 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,Save,"245,000,000"
3 bedroom semi-detached duplex for sale,"Lekki Epe Expressway, Bogije, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"33,000,000"
4 bedroom semi-detached duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"210,000,000"
8 bedroom house for sale,"Amen Estate Phase 1, Eleko, Ibeju Lekki, Lagos",8Bedrooms,8Bathrooms,9Toilets,"1,715sqmTotal Area","270,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"Abijo, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"44,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"320,000,000"
Block of flats for sale,"University View Estate, Lekki, Lagos",,Save,,,"90,000,000"
4 bedroom terraced duplex for sale,"Ikota Gra By Oxford Gardens, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"39,999,000"
3 bedroom block of flats for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"85,000,000"
4 bedroom semi-detached duplex for sale,"Omole Phase 2, Ikeja, Lagos",4Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"65,000,000"
6 bedroom detached duplex for sale,"Ikota Gra, Ikota, Lekki, Lagos",6Bedrooms,7Bathrooms,8Toilets,5Parking Spaces,"80,000,000"
4 bedroom detached duplex for sale,"Ajah, Lagos",4Bedrooms,Save,,,"65,000,000"
2 bedroom detached duplex for sale,"By Abraham Adesanya, Fastest Developing Estate With Smart Homes, Lekki Phase 2, Lekki, Lagos",2Bedrooms,4Bathrooms,4Toilets,2Parking Spaces,"35,000,000"
4 bedroom detached duplex for sale,"Lekki Scheme Ii, Abraham Adesanya. Fastest Developing Neighbourhood, Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,4Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Pinnock Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"470,000,000"
4 bedroom detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
5 bedroom house for sale,"Omole Phase 2, Ikeja, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"120,000,000"
3 bedroom house for sale,"Old Ikoyi, Ikoyi, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"210,000,000"
6 bedroom detached duplex for sale,"GRA, Isheri North, Lagos",6Bedrooms,6Bathrooms,7Toilets,8Parking Spaces,"150,000,000"
6 bedroom detached duplex for sale,"Opic, Isheri North, Lagos",6Bedrooms,6Bathrooms,7Toilets,6Parking Spaces,"135,000,000"
4 bedroom semi-detached duplex for sale,"Ikoyi, Lagos",4Bedrooms,380sqmTotal Area,Save,,"400,000,000"
4 bedroom terraced duplex for sale,"Mobile Road, Before Ajah Under Bridge, Ilaje, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"55,000,000"
3 bedroom terraced duplex for sale,"Abraham Adesanya, Ogombo, Ajah, Lagos",3Bedrooms,4Bathrooms,4Toilets,4Parking Spaces,"55,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"75,000,000"
4 bedroom terraced duplex for sale,"Banana Island Road, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"200,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,450sqmCovered Area,"200,000,000"
5 bedroom house for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"95,000,000"
5 bedroom detached duplex for sale,"Parkview, Ikoyi, Lagos",5Bedrooms,5Bathrooms,5Toilets,500sqmTotal Area,"600,000,000"
9 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",9Bedrooms,9Bathrooms,9Toilets,912sqmTotal Area,"300,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"650,000,000"
4 bedroom semi-detached duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"63,000,000"
3 bedroom block of flats for sale,"Eighteen65 Residences Fatai Durosimi Etti Street, Victoria Island (VI), Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Phase 2, Magodo, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"238,000,000"
3 bedroom terraced duplex for sale,"Vgc, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,4Parking Spaces,"30,000,000"
5 bedroom detached duplex for sale,"Greenwood Estate Opp Corona Sch., Abijo, Lekki, Lagos",5Bedrooms,5Toilets,850sqmTotal Area,Save,"36,000,000"
3 bedroom terraced duplex for sale,"Lekki Scheme 2, Ajah, Lagos",3Bedrooms,5Toilets,Save,,"40,000,000"
5 bedroom detached duplex for sale,"Lekki Scheme 2, Ajah, Lagos",5Bedrooms,6Toilets,Save,,"65,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,6Toilets,500sqmTotal Area,Save,"285,000,000"
4 bedroom terraced duplex for sale,"Agungi, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"68,000,000"
4 bedroom terraced duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"45,000,000"
4 bedroom detached duplex for sale,"Chevron Alternative Route, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,Save,"70,000,000"
12 bedroom detached duplex for sale,"Osborne, Ikoyi, Lagos",12Bedrooms,15Bathrooms,14Toilets,30Parking Spaces,"1,600,000,000"
5 bedroom detached duplex for sale,"Ikota Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"140,000,000"
5 bedroom terraced duplex for sale,"Idado, Agungi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"60,000,000"
4 bedroom terraced duplex for sale,"Ajao Estate, Anthony, Maryland, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"55,000,000"
5 bedroom detached duplex for sale,"Agungi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Spring Estate, Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,4Parking Spaces,"95,000,000"
4 bedroom detached duplex for sale,"Diamond Estate, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"70,000,000"
4 bedroom terraced duplex for sale,"Osapa London, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"320,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"200,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"90,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,500sqmTotal Area,"165,000,000"
4 bedroom semi-detached duplex for sale,"GRA, Ogudu, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"125,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"190,000,000"
3 bedroom semi-detached duplex for sale,"Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"32,000,000"
3 bedroom detached bungalow for sale,"Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"25,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,400sqmTotal Area,"250,000,000"
4 bedroom block of flats for sale,"Ikotun Road, Idimu, Lagos",4Bedrooms,3Bathrooms,3Toilets,10Parking Spaces,"27,000,000"
5 bedroom house for sale,"Victoria Island (VI), Lagos",5Bedrooms,5Bathrooms,6Toilets,10Parking Spaces,"260,000,000"
4 bedroom terraced duplex for sale,"Enyo, Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,7Parking Spaces,"90,000,000"
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,6Parking Spaces,"130,000,000"
3 bedroom block of flats for sale,"Agbele Kale, Abule Egba, Agege, Lagos",3Bedrooms,648sqmTotal Area,Save,,"25,000,000"
4 bedroom house for sale,"Jankara, Ijaiye, Lagos",4Bedrooms,648sqmTotal Area,Save,,"20,000,000"
3 bedroom terraced duplex for sale,"Vgc, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,4Parking Spaces,"30,000,000"
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"265,000,000"
5 bedroom detached duplex for sale,"Bera Estate, Chevron, Lekki Expressway, Lekki, Lagos",5Bedrooms,Save,,,"120,000,000"
5 bedroom terraced duplex for sale,"Osborne Phase 1, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"185,000,000"
1 bedroom block of flats for sale,"Igando Road, Igando, Ikotun, Lagos",1Bedroom,1Bathroom,1Toilet,4Parking Spaces,"16,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"160,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"140,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"180,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"70,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki, Lagos",4Bedrooms,4Bathrooms,6Toilets,2Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Oniru, Victoria Island (VI), Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"280,000,000"
5 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",5Bedrooms,6Bathrooms,7Toilets,6Parking Spaces,"250,000,000"
4 bedroom semi-detached duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"80,000,000"
5 bedroom detached duplex for sale,"Oniru, Victoria Island (VI), Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"235,000,000"
200 bedroom detached duplex for sale,"Sangotedo, Ajah, Lagos",200Bedrooms,220Bathrooms,220Toilets,210Parking Spaces,"240,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki County Estate, Ikota, Lekki, Lagos",5Bedrooms,6Toilets,Save,,"165,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki County Estate, Ikota, Lekki, Lagos",5Bedrooms,6Toilets,Save,,"150,000,000"
3 bedroom terraced duplex for sale,"Harris Crescent Road, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"37,000,000"
2 bedroom block of flats for sale,"Abijo, Lekki, Lagos",2Bedrooms,2Bathrooms,3Toilets,2Parking Spaces,"20,000,000"
5 bedroom detached duplex for sale,"Nicon Town, Lekki, Lagos",5Bedrooms,5Bathrooms,4Toilets,Save,"150,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"250,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"550,000,000"
4 bedroom block of flats for sale,"Marine District, Eko Atlantic City, Lagos",4Bedrooms,4Bathrooms,5Toilets,501sqmTotal Area,"2,400,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,7Parking Spaces,"1,200,000,000"
3 bedroom block of flats for sale,"Eko Atlantic City, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"2,420,000"
5 bedroom semi-detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"320,000,000"
Block of flats for sale,"Off Masha Road, Surulere, Lagos",,Save,,,"100,000,000"
4 bedroom semi-detached duplex for sale,"Mobolaji Johnson Estate, Lekki Phase 1, Lekki, Lagos",4Bedrooms,Save,,,"70,000,000"
4 bedroom terraced duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"70,000,000"
5 bedroom semi-detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"270,000,000"
4 bedroom semi-detached duplex for sale,"Behind Ebeano Supermarket, Oniru, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"135,000,000"
3 bedroom terraced duplex for sale,"Radiant Court, Desa, Bogije, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,5Parking Spaces,"35,000,000"
5 bedroom house for sale,"Lekky County Homes, Ikota, Lekki, Lagos",5Bedrooms,Save,,,"120,000,000"
4 bedroom detached bungalow for sale,"Ekoro Road, Abule Egba, Agege, Lagos",4Bedrooms,Save,,,"22,000,000"
4 bedroom house for sale,"Ajah, Lagos",4Bedrooms,Save,,,"40,000,000"
5 bedroom semi-detached duplex for sale,"Royal Garden Estate, Ajiwe, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"135,000,000"
4 bedroom terraced duplex for sale,"Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"170,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,320sqmTotal Area,"75,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"75,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"330,000,000"
4 bedroom house for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,5Toilets,Save,,"175,000,000"
2 bedroom detached bungalow for sale,"Abraham Adesanya Estate, Ajah, Lagos",2Bedrooms,2Bathrooms,Save,,"25,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"200,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"280,000,000"
4 bedroom terraced duplex for sale,"Agungi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"60,000,000"
4 bedroom terraced duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"50,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"95,000,000"
1 bedroom terraced duplex for sale,"Abraham Adesanya, Ajah, Lagos",1Bedroom,2Bathrooms,2Toilets,2Parking Spaces,"35,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki County Homes, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,8Toilets,7Parking Spaces,"190,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki County Homes, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,4Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,5Parking Spaces,"165,000,000"
4 bedroom detached duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"130,000,000"
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"90,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"450,000,000"
5 bedroom detached duplex for sale,"Nicon Town, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,"1,200sqmTotal Area","450,000,000"
3 bedroom block of flats for sale,"Off Emmanuel Keshi, GRA Phase 2, Magodo, Lagos",3Bedrooms,375sqmTotal Area,Save,,"55,000,000"
Block of flats for sale,"25,shete Ayede Street,ikotun Alimosho Lga, Ikotun, Lagos",644sqmTotal Area,Save,,,"60,000,000"
7 bedroom detached duplex for sale,"Ikeja GRA, Ikeja, Lagos",7Bedrooms,7Bathrooms,8Toilets,Save,"600,000,000"
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,660sqmTotal Area,"200,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"50,000,000"
4 bedroom detached duplex for sale,"Egbeyemi Close Ilupeju Lagos, Ilupeju, Lagos",4Bedrooms,5Bathrooms,5Toilets,500sqmTotal Area,"90,000,000"
3 bedroom terraced duplex for sale,"Lekki Palm City Estate, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"40,000,000"
4 bedroom detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,330sqmTotal Area,"95,000,000"
4 bedroom semi-detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
4 bedroom terraced duplex for sale,"By Enyo Filing Station, Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"90,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,6Toilets,Save,,"200,000,000"
5 bedroom detached duplex for sale,"Duru, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"350,000,000"
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"140,000,000"
4 bedroom terraced duplex for sale,"Ikota Villa, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"55,000,000"
5 bedroom detached duplex for sale,"Osapa, Agungi, Lekki, Lagos",5Bedrooms,6Bathrooms,7Toilets,5Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Amore Street Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"165,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"75,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"145,000,000"
4 bedroom detached duplex for sale,"Thomas Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"75,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"270,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom terraced duplex for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"110,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"55,000,000"
Block of flats for sale,"By Nepa Bus Stop, Off Ikotun- Igando, Ijegun, Ikotun, Lagos",,Save,,,"53,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,6Toilets,Save,"65,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"500,000,000"
4 bedroom detached duplex for sale,"Adams Estate, Mende, Maryland, Lagos",4Bedrooms,4Bathrooms,4Toilets,500sqmTotal Area,"120,000,000"
