title,address,bed,bath,toilet,pkn_space,price 
5 bedroom detached duplex for sale,"Pinnok Bach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"270,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"55,000,000"
4 bedroom semi-detached duplex for sale,"Orchid Road Lekki Epe Express, Lekki Expressway, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"75,000,000"
5 bedroom house for sale,"Off Babatunde Anjous, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"220,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"85,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"64,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"125,000,000"
4 bedroom detached duplex for sale,"Ikota Villa, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"68,000,000"
4 bedroom block of flats for sale,"Mende, Maryland, Lagos",4Bedrooms,4Toilets,Save,,"65,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"320,000,000"
2 bedroom detached bungalow for sale,"Treasure Hilltop Estate, Ikota-command Road, Alagbado, Ifako-Ijaiye, Lagos",2Bedrooms,2Bathrooms,3Toilets,Save,"8,500,000"
2 bedroom house for sale,"Golden Estate, Badore, Ajah, Lagos",2Bedrooms,Save,,,"21,000,000"
4 bedroom house for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom detached duplex for sale,"Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom detached duplex for sale,"Secured Estate, Awoyaya, Ibeju Lekki, Lagos",4Bedrooms,6Bathrooms,7Toilets,675sqmTotal Area,"60,000,000"
5 bedroom detached duplex for sale,"Pinnok Bach Estate, Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"270,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"55,000,000"
4 bedroom semi-detached duplex for sale,"Orchid Road Lekki Epe Express, Lekki Expressway, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"75,000,000"
5 bedroom house for sale,"Off Babatunde Anjous, Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"220,000,000"
4 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,5Parking Spaces,"85,000,000"
4 bedroom semi-detached duplex for sale,"Chevron, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"64,000,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"125,000,000"
4 bedroom detached duplex for sale,"Ikota Villa, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"68,000,000"
4 bedroom block of flats for sale,"Mende, Maryland, Lagos",4Bedrooms,4Toilets,Save,,"65,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,5Parking Spaces,"320,000,000"
2 bedroom detached bungalow for sale,"Treasure Hilltop Estate, Ikota-command Road, Alagbado, Ifako-Ijaiye, Lagos",2Bedrooms,2Bathrooms,3Toilets,Save,"8,500,000"
2 bedroom house for sale,"Golden Estate, Badore, Ajah, Lagos",2Bedrooms,Save,,,"21,000,000"
4 bedroom house for sale,"Ikate Elegushi, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"255,000,000"
4 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"41,000,000"
4 bedroom semi-detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"165,000,000"
3 bedroom detached bungalow for sale,"Thomas Estate, Ajah, Lagos",3Bedrooms,Save,,,"32,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"75,000,000"
4 bedroom detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ben Flo Chevron Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
5 bedroom detached duplex for sale,"Megamount Estate By Lekki County Home Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajiwe, Ajah, Lagos",5Bedrooms,8Bathrooms,6Toilets,700sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"79,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"255,000,000"
4 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"41,000,000"
4 bedroom semi-detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"165,000,000"
3 bedroom detached bungalow for sale,"Thomas Estate, Ajah, Lagos",3Bedrooms,Save,,,"32,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"75,000,000"
4 bedroom detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ben Flo Chevron Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
5 bedroom detached duplex for sale,"Megamount Estate By Lekki County Home Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajiwe, Ajah, Lagos",5Bedrooms,8Bathrooms,6Toilets,700sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"79,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"255,000,000"
4 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"41,000,000"
4 bedroom semi-detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"165,000,000"
3 bedroom detached bungalow for sale,"Thomas Estate, Ajah, Lagos",3Bedrooms,Save,,,"32,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"75,000,000"
4 bedroom detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ben Flo Chevron Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
5 bedroom detached duplex for sale,"Megamount Estate By Lekki County Home Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajiwe, Ajah, Lagos",5Bedrooms,8Bathrooms,6Toilets,700sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"79,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"255,000,000"
4 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"41,000,000"
4 bedroom semi-detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"165,000,000"
3 bedroom detached bungalow for sale,"Thomas Estate, Ajah, Lagos",3Bedrooms,Save,,,"32,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"75,000,000"
4 bedroom detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ben Flo Chevron Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
5 bedroom detached duplex for sale,"Megamount Estate By Lekki County Home Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajiwe, Ajah, Lagos",5Bedrooms,8Bathrooms,6Toilets,700sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"79,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"65,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"255,000,000"
4 bedroom semi-detached duplex for sale,"Addo Road, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"41,000,000"
4 bedroom semi-detached duplex for sale,"Villa Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"165,000,000"
3 bedroom detached bungalow for sale,"Thomas Estate, Ajah, Lagos",3Bedrooms,Save,,,"32,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"130,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"60,000,000"
5 bedroom detached duplex for sale,"Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"75,000,000"
4 bedroom detached duplex for sale,"Abule Egba, Agege, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
4 bedroom semi-detached duplex for sale,"By Chevron Toll Gate, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ben Flo Chevron Tollgate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"68,000,000"
5 bedroom detached duplex for sale,"Megamount Estate By Lekki County Home Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,8Parking Spaces,"150,000,000"
5 bedroom detached duplex for sale,"Royal Gardens Estate, Ajiwe, Ajah, Lagos",5Bedrooms,8Bathrooms,6Toilets,700sqmTotal Area,"250,000,000"
4 bedroom detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Drive, Lekki, Lagos",4Bedrooms,5Toilets,Save,,"79,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
3 bedroom block of flats for sale,"Cedar Close, Osborne, Ikoyi, Lagos",3Bedrooms,Save,,,"110,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,4Toilets,3Parking Spaces,"150,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"450,000,000"
4 bedroom terraced duplex for sale,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
3 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"36,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"44,000,000"
4 bedroom detached duplex for sale,"Victoria Garden City, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,7Parking Spaces,"145,000,000"
6 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",6Bedrooms,7Bathrooms,8Toilets,6Parking Spaces,"300,000,000"
4 bedroom semi-detached duplex for sale,"Agungi Lekki, Lagos, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,6Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
4 bedroom terraced duplex for sale,"Orchid Hotel Road, Lafiaji. By Chevron Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
4 bedroom terraced duplex for sale,"Ikota Estates, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"48,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"140,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"120,000,000"
3 bedroom semi-detached bungalow for sale,"Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"35,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
3 bedroom block of flats for sale,"Cedar Close, Osborne, Ikoyi, Lagos",3Bedrooms,Save,,,"110,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,4Toilets,3Parking Spaces,"150,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"450,000,000"
4 bedroom terraced duplex for sale,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
3 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"36,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"44,000,000"
4 bedroom detached duplex for sale,"Victoria Garden City, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,7Parking Spaces,"145,000,000"
6 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",6Bedrooms,7Bathrooms,8Toilets,6Parking Spaces,"300,000,000"
4 bedroom semi-detached duplex for sale,"Agungi Lekki, Lagos, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,6Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
4 bedroom terraced duplex for sale,"Orchid Hotel Road, Lafiaji. By Chevron Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
4 bedroom terraced duplex for sale,"Ikota Estates, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"48,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"140,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"120,000,000"
3 bedroom semi-detached bungalow for sale,"Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"35,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
3 bedroom block of flats for sale,"Cedar Close, Osborne, Ikoyi, Lagos",3Bedrooms,Save,,,"110,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,4Toilets,3Parking Spaces,"150,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"450,000,000"
4 bedroom terraced duplex for sale,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
3 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"36,000,000"
4 bedroom terraced duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"44,000,000"
4 bedroom detached duplex for sale,"Victoria Garden City, Ikota, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,7Parking Spaces,"145,000,000"
6 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",6Bedrooms,7Bathrooms,8Toilets,6Parking Spaces,"300,000,000"
4 bedroom semi-detached duplex for sale,"Agungi Lekki, Lagos, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,6Parking Spaces,"70,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"65,000,000"
5 bedroom detached duplex for sale,"Ikate Elegushi, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
4 bedroom terraced duplex for sale,"Orchid Hotel Road, Lafiaji. By Chevron Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
4 bedroom terraced duplex for sale,"Ikota Estates, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"48,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"140,000,000"
4 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"120,000,000"
3 bedroom semi-detached bungalow for sale,"Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"35,000,000"
4 bedroom detached bungalow for sale,"Ocean View Estate, Behind The New Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"18,700,000"
3 bedroom block of flats for sale,"Cedar Close, Osborne, Ikoyi, Lagos",3Bedrooms,Save,,,"110,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,4Toilets,3Parking Spaces,"150,000,000"
5 bedroom semi-detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"450,000,000"
4 bedroom terraced duplex for sale,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Osapa, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"130,000,000"
