title,address,bed,bath,toilet,pkn_space,price
4 bedroom terraced duplex for sale,"Close To Nicon Town, Ikate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"70,000,000"
Block of flats for sale,"Ahmadu Bello Way, Victoria Island (VI), Lagos",3Bathrooms,4Toilets,2Parking Spaces,Save,"7,200,000"
7 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",7Bedrooms,7Bathrooms,7Toilets,Save,"200,000,000"
4 bedroom terraced duplex for sale,"Blenco, Sangotedo, Ajah, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"40,000,000"
4 bedroom semi-detached duplex for sale,"2nd Toll Gate, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Off Adeniyi Jones, Adeniyi Jones, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,7Parking Spaces,"80,000,000"
2 bedroom terraced duplex for sale,"Behind Romey Gardens Opposite, Nicon Town, Lekki, Lagos",2Bedrooms,Save,,,"38,500,000"
4 bedroom terraced duplex for sale,"Iponri, Surulere, Lagos",4Bedrooms,Save,,,"68,000,000"
2 bedroom terraced duplex for sale,"Behind Romey Gardens, Nicon Town, Lekki, Lagos",2Bedrooms,2Bathrooms,2Toilets,Save,"38,500,000"
4 bedroom semi-detached duplex for sale,"Oniru Estate, Victoria Island (VI), Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"220,000,000"
4 bedroom terraced duplex for sale,"Orchid Road Second Gill Gate Lekki /ajah, Lekki Expressway, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"45,000,000"
3 bedroom block of flats for sale,"Isheri Lasu Expressway, Akesan, Alimosho, Lagos",3Bedrooms,4Bathrooms,4Toilets,5Parking Spaces,"30,000,000"
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"300,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"595,000,000"
6 bedroom detached duplex for sale,"Shoreline Estate, Ikoyi, Lagos",6Bedrooms,6Bathrooms,8Toilets,"1,000sqmTotal Area","1,400,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"900,000,000"
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"45,000,000"
4 bedroom semi-detached duplex for sale,"Abijo Gra, Abijo, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,Save,"42,000,000"
4 bedroom detached duplex for sale,"Unilag Estate, Magodo, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"36,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"250,000,000"
3 bedroom house for sale,"Bera Estate, Chevron, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"80,000,000"
4 bedroom terraced duplex for sale,"Opebi, Ikeja, Lagos",4Bedrooms,4Bathrooms,4Toilets,50Parking Spaces,"85,000,000"
5 bedroom detached duplex for sale,"Ikota Villa Estate, Ikota, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,6Parking Spaces,"77,000,000"
3 bedroom semi-detached duplex for sale,"Gra, Abijo, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"38,000,000"
3 bedroom terraced duplex for sale,"Gra, Abijo, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"34,500,000"
5 bedroom detached duplex for sale,"Osapa London, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"85,000,000"
4 bedroom semi-detached duplex for sale,"Ocean Bay Estate, Lekki, Lagos",4Bedrooms,Save,,,"70,000,000"
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",4Bedrooms,Save,,,"185,000,000"
4 bedroom detached duplex for sale,"Awuse Estate, Opebi, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"120,000,000"
4 bedroom semi-detached duplex for sale,"Ogba, Ikeja, Lagos",4Bedrooms,4Bathrooms,4Toilets,2Parking Spaces,"55,000,000"
5 bedroom detached duplex for sale,"Pinnock Beach Estate, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,6Parking Spaces,"280,000,000"
3 bedroom house for sale,"Maya, Ikorodu, Lagos",3Bedrooms,Save,,,"10,000,000"
4 bedroom semi-detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"62,000,000"
3 bedroom block of flats for sale,"Okanlawon Ajayi, Surulere, Lagos",3Bedrooms,Save,,,"120,000,000"
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Lekki, Lagos",5Bedrooms,Save,,,"280,000,000"
5 bedroom detached duplex for sale,"Pinnok Estate, Osapa, Lekki, Lagos",5Bedrooms,Save,,,"270,000,000"
4 bedroom semi-detached duplex for sale,"Nike Arts Gallery Road, Ikate, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"100,000,000"
3 bedroom terraced duplex for sale,"Harris Crescent Road, Lekki, Lagos",3Bedrooms,4Bathrooms,4Toilets,Save,"37,000,000"
5 bedroom detached duplex for sale,"Lekki County Homes, Lekki Phase 2, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"80,000,000"
2 bedroom block of flats for sale,"Urban Prime Four Abraham Adesanya By Ogombo Road, Ajah, Lagos",2Bedrooms,2Bathrooms,3Toilets,6Parking Spaces,"28,350,000"
5 bedroom detached duplex for sale,"Megamound Estate, Lekky County Homes, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"130,000,000"
Block of flats for sale,"Bogije, Ajah, Lagos",,Save,,,"38,000,000"
4 bedroom terraced duplex for sale,"Off Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"48,000,000"
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,4Parking Spaces,"120,000,000"
4 bedroom detached duplex for sale,"Lakeview Park Estate, Off Orchid Road, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,6Parking Spaces,"120,000,000"
5 bedroom detached duplex for sale,"Cnl, Near Tmt Court, Close To 2nd Toll Gate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,7Toilets,6Parking Spaces,"70,000,000"
4 bedroom detached duplex for sale,"Ramat Estate, GRA, Ogudu, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"140,000,000"
5 bedroom detached duplex for sale,"Lekki County Estate, Lekki, Lagos",5Bedrooms,5Toilets,6Parking Spaces,Save,"130,000,000"
4 bedroom detached duplex for sale,"Ikeja GRA, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"180,000,000"
2 bedroom detached bungalow for sale,"Ifelodun Street, Off Agric Road, Igando, Ikotun, Lagos",2Bedrooms,3Bathrooms,3Toilets,9Parking Spaces,"30,000,000"
4 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"140,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,4Parking Spaces,"175,000,000"
4 bedroom semi-detached duplex for sale,"After Chevron Toll Gate, Ikota, Lekki, Lagos",4Bedrooms,6Bathrooms,5Toilets,6Parking Spaces,"45,000,000"
4 bedroom detached bungalow for sale,"Adexson, Igando Exis, Akesan, Alimosho, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"18,000,000"
4 bedroom terraced duplex for sale,"Phase 2, GRA, Ogudu, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
5 bedroom semi-detached duplex for sale,"Royal Garden Estate, Ajiwe, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"135,000,000"
4 bedroom detached duplex for sale,"Akinsanya Street, Ojodu, Lagos",4Bedrooms,4Bathrooms,4Toilets,3Parking Spaces,"58,000,000"
2 bedroom detached bungalow for sale,"Epe, Lagos",2Bedrooms,Save,,,"12,000,000"
3 bedroom block of flats for sale,"Ojodu, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"60,000,000"
8 bedroom detached duplex for sale,"Victoria Island (VI), Lagos",8Bedrooms,8Bathrooms,8Toilets,7Parking Spaces,"1,100,000,000"
5 bedroom semi-detached duplex for sale,"Crown Estate, Sangotedo, Ajah, Lagos",5Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"70,000,000"
4 bedroom terraced duplex for sale,"Banana Island, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"500,000,000"
4 bedroom terraced duplex for sale,"Orchid Road, Lekki Phase 2, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"40,000,000"
3 bedroom semi-detached duplex for sale,"Urban Prime Four Abraham Adesanya, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,8Parking Spaces,"55,650,000"
3 bedroom detached bungalow for sale,"Ebute Ibeshe Road, Ebute, Ikorodu, Lagos",3Bedrooms,3Bathrooms,4Toilets,450Parking Spaces,"70,000,000"
5 bedroom detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"600,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,5Toilets,2Parking Spaces,Save,"45,000,000"
6 bedroom detached duplex for sale,"Ikoyi, Lagos",6Bedrooms,6Bathrooms,800sqmTotal Area,Save,"1,400,000,000"
4 bedroom terraced duplex for sale,"Ologolo, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"50,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"520,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Right, Lekki Phase 1, Lekki, Lagos",4Bedrooms,Save,,,"155,000,000"
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",6Bedrooms,6Bathrooms,8Toilets,6Parking Spaces,"1,200,000,000"
5 bedroom detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",5Bedrooms,Save,,,"700,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
4 bedroom semi-detached duplex for sale,"Oral Estate, Ikota, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"56,000,000"
5 bedroom detached duplex for sale,"Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"1,000,000,000"
5 bedroom detached duplex for sale,"Lekky County Homes, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,5Parking Spaces,"80,000,000"
Block of flats for sale,"Adeba, Lakowe, Ibeju Lekki, Lagos",,Save,,,"26,000,000"
Block of flats for sale,"Adeba, Lakowe, Ibeju Lekki, Lagos",,Save,,,"10,000,000"
4 bedroom detached duplex for sale,"Babington High School, Adamo, Ikorodu, Lagos",4Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"16,500,000"
4 bedroom terraced duplex for sale,"Adelabu, Surulere, Lagos",4Bedrooms,Save,,,"65,000,000"
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"120,000,000"
4 bedroom semi-detached duplex for sale,"Lekki Phase 2, Lekki, Lagos",4Bedrooms,6Bathrooms,6Toilets,Save,"38,000,000"
6 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",6Bedrooms,6Bathrooms,7Toilets,8Parking Spaces,"380,000,000"
3 bedroom house for sale,"Shibiri Ajangbadi Road, Iba, Ojo, Lagos",3Bedrooms,3Bathrooms,3Toilets,3Parking Spaces,"10,000,000"
4 bedroom detached duplex for sale,"U3 Estate Close To Pinnacle Filling Station, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,5Parking Spaces,"140,000,000"
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",6Bedrooms,7Bathrooms,7Toilets,20Parking Spaces,"2,200,000,000"
4 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,2Parking Spaces,"110,000,000"
4 bedroom terraced duplex for sale,"New Site, Ijegun Imore, Navy Town Road, Satellite Town, Ojo, Lagos",4Bedrooms,4Bathrooms,4Toilets,6Parking Spaces,"28,000,000"
5 bedroom detached duplex for sale,"Ologolo, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,6Parking Spaces,"170,000,000"
5 bedroom detached duplex for sale,"Ologolo Estate, Ologolo, Lekki, Lagos",5Bedrooms,6Bathrooms,6Toilets,7Parking Spaces,"170,000,000"
3 bedroom detached bungalow for sale,"Ocean View Estate, Behind The Shoprite/ Novare Mall, Odusanya Mopo, Sangotedo, Ajah, Lagos",3Bedrooms,3Bathrooms,4Toilets,3Parking Spaces,"15,000,000"
5 bedroom detached duplex for sale,"Orchid Buena Vista, Lekki, Lagos",5Bedrooms,Save,,,"89,500,000"
3 bedroom block of flats for sale,"Old Ikoyi, Ikoyi, Lagos",3Bedrooms,"3,500sqmTotal Area",Save,,"6,000,000,000"
12 bedroom detached duplex for sale,"Admiralty Way, Lekki Phase 1, Lekki, Lagos",12Bedrooms,"3,200sqmTotal Area",Save,,"1,500,000,000"
5 bedroom terraced duplex for sale,"Adeniyi Jones, Ikeja, Lagos",5Bedrooms,"2,000sqmTotal Area",Save,,"700,000,000"
5 bedroom detached duplex for sale,"Abule Odu Grace Land Estate, Egbeda, Alimosho, Lagos",5Bedrooms,Save,,,"50,000,000"
5 bedroom detached duplex for sale,"Lekki County Estate, Ikota, Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,6Parking Spaces,"75,000,000"
4 bedroom terraced duplex for sale,"Old Ikoyi, Ikoyi, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"230,000,000"
3 bedroom terraced duplex for sale,"Banana Island, Ikoyi, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"1,700,000,000"
4 bedroom terraced bungalow for sale,"Ogba, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"20,000,000"
5 bedroom detached duplex for sale,"Off Durosimi Etti, Lekki Phase 1, Lekki, Lagos",5Bedrooms,Save,,,"200,000,000"
5 bedroom terraced duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,Save,,,"220,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"68,000,000"
5 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"950,000,000"
3 bedroom terraced duplex for sale,"2nd Toll Gate, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"38,000,000"
3 bedroom terraced duplex for sale,"Abijo, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,6Parking Spaces,"31,000,000"
5 bedroom terraced duplex for sale,"Adeniyi Jones, Ikeja, Lagos",5Bedrooms,"2,000sqmTotal Area",Save,,"700,000,000"
4 bedroom semi-detached duplex for sale,"Ikota Villa Estate, Lekki, Lagos",4Bedrooms,4Bathrooms,4Toilets,4Parking Spaces,"60,000,000"
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"75,000,000"
4 bedroom terraced duplex for sale,"Osapa, Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"70,000,000"
3 bedroom detached bungalow for sale,"Macaulay By Igbogbo-baiyeku Road, Igbogbo, Ikorodu, Lagos",3Bedrooms,3Bathrooms,3Toilets,600sqmTotal Area,"8,000,000"
5 bedroom terraced duplex for sale,"Jide Sawyer Drive, Oniru, Oniru, Victoria Island (VI), Lagos",5Bedrooms,6Bathrooms,6Toilets,Save,"130,000,000"
9 bedroom detached duplex for sale,"Gra, Ikeja, Lagos",9Bedrooms,10Bathrooms,12Toilets,7Parking Spaces,"550,000,000"
5 bedroom detached duplex for sale,"Victoria Garden City Estate , (vgc) Ajah, Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,10Parking Spaces,"550,000,000"
3 bedroom block of flats for sale,"Chevron, Lekki Phase 2, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,3Parking Spaces,"500,000,000"
4 bedroom terraced duplex for sale,"Gra, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,3Parking Spaces,"90,000,000"
7 bedroom detached duplex for sale,"Ajao Estate By Airport Road, Ikeja, Lagos",7Bedrooms,7Bathrooms,8Toilets,5Parking Spaces,"130,000,000"
24 bedroom block of flats for sale,"Ajao Estate Off Airport Road, Ikeja, Lagos",24Bedrooms,24Bathrooms,25Toilets,20Parking Spaces,"650,000,000"
4 bedroom semi-detached duplex for sale,"Chevron Alternative, Victoria Island (VI), Lagos",4Bedrooms,2Bathrooms,2Toilets,Save,"55,000,000"
3 bedroom semi-detached duplex for sale,"Oribanwa B/stop, Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,1Parking Space,"37,000,000"
3 bedroom semi-detached duplex for sale,"Oribanwa B/stop, Awoyaya, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,1Parking Space,"32,000,000"
15 bedroom block of flats for sale,"Oregun, Ikeja, Lagos",15Bedrooms,Save,,,"90,000,000"
18 bedroom block of flats for sale,"Ifako, Gbagada, Lagos",18Bedrooms,Save,,,"120,000,000"
3 bedroom semi-detached duplex for sale,"Watchtower Roaf, Bogije, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,Save,"37,000,000"
18 bedroom block of flats for sale,"Off Ikotun Road, Egbeda, Alimosho, Lagos",18Bedrooms,18Bathrooms,18Toilets,Save,"50,000,000"
3 bedroom block of flats for sale,"Abijo, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,3Parking Spaces,"27,000,000"
4 bedroom house for sale,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",4Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"145,000,000"
3 bedroom detached duplex for sale,"Ikosi, Ketu, Lagos",3Bedrooms,Save,,,"32,000,000"
3 bedroom block of flats for sale,"Festac Town Town, Abule-Ado, Amuwo Odofin, Lagos",3Bedrooms,3Bathrooms,3Toilets,7Parking Spaces,"40,000,000"
3 bedroom block of flats for sale,"Anthony Village, Anthony, Maryland, Lagos",3Bedrooms,Save,,,"80,000,000"
Block of flats for sale,"Kingsway, Ikoyi, Lagos","5,299sqmTotal Area","5,299sqmCovered Area",Save,,"15,000,000,000"
3 bedroom house for sale,"Oribanwa, Ibeju-lekki Expressway, Lagos, Ibeju Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"16,740,000"
4 bedroom house for sale,"Thomas Estate, Lekki, Lagos",4Bedrooms,5Bathrooms,5Toilets,3Parking Spaces,"45,000,000"
Block of flats for sale,"Abijo, Lekki, Lagos",,Save,,,"27,000,000"
2 bedroom terraced bungalow for sale,"The Ace Estate, Epe, Lagos",2Bedrooms,Save,,,"13,500,000"
4 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"425,000,000"
Block of flats for sale,"Oregun, Ikeja, Lagos",,Save,,,"89,000,000"
5 bedroom detached duplex for sale,"Ajah, Lagos",5Bedrooms,5Bathrooms,6Toilets,Save,"150,000,000"
3 bedroom terraced bungalow for sale,"Orchid Road, Lekki, Lagos",3Bedrooms,3Bathrooms,4Toilets,2Parking Spaces,"25,000,000"
4 bedroom detached duplex for sale,"Magodo Shangisha Phase2, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,400sqmCovered Area,"130,000,000"
4 bedroom semi-detached duplex for sale,"GRA Phase 2, Magodo, Lagos",4Bedrooms,4Bathrooms,5Toilets,Save,"150,000,000"
5 bedroom terraced duplex for sale,"Ibeju Lekki, Lagos",5Bedrooms,5Bathrooms,5Toilets,600sqmTotal Area,"91,000,000"
5 bedroom detached duplex for sale,"Lekki Phase 1, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,3Parking Spaces,"250,000,000"
4 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",4Bedrooms,Save,,,"80,000,000"
Block of flats for sale,"Ahmadu Bello Way, Victoria Island (VI), Lagos",3Bathrooms,4Toilets,2Parking Spaces,Save,"7,200,000"
5 bedroom detached duplex for sale,"Northern Foreshore Estate Off Chevron Drive, Lekki, Lagos",5Bedrooms,5Bathrooms,6Toilets,800sqmTotal Area,"150,000,000"
4 bedroom semi-detached duplex for sale,"Unilag Estate Magodo Isheri Phase1, Ikeja, Lagos",4Bedrooms,4Bathrooms,5Toilets,4Parking Spaces,"85,000,000"
5 bedroom detached duplex for sale,"Lekki 2nd Tollgate, Lekki, Lagos",5Bedrooms,Save,,,"130,000,000"
30 bedroom house for sale,"Olanipekun Street Off Cmd Rd, Ketu, Lagos",30Bedrooms,Save,,,"7,000,000"
5 bedroom detached duplex for sale,"Apapa, Lagos",5Bedrooms,Save,,,"370,000,000"
8 bedroom block of flats for sale,"Aguda, Surulere, Lagos",8Bedrooms,Save,,,"60,000,000"
12 bedroom block of flats for sale,"Ifako, Gbagada, Lagos",12Bedrooms,Save,,,"80,000,000"
3 bedroom house for sale,"Lekki Phase 2, Lekki, Lagos",3Bedrooms,3Bathrooms,3Toilets,Save,"33,000,000"
6 bedroom block of flats for sale,"Shomolu, Lagos",6Bedrooms,6Bathrooms,6Toilets,Save,"45,000,000"
5 bedroom detached duplex for sale,"5 Bedroom Detached Duplex With Bq All Rooms Ensuite In Room Cinema Swi, Osapa, Lekki, Lagos",5Bedrooms,Save,,,"370,000,000"
2 bedroom house for sale,"Ifesowapo Estate, Ayobo Ipaja, Ipaja, Lagos",2Bedrooms,2Bathrooms,3Toilets,6Parking Spaces,"18,000,000"
